KELAS,HARI,MATA_KULIAH,WAKTU,RUANG,DOSEN,Kode_Kelas
1KA05,Rabu,Algoritma & Pemrograman 1C *,9/10,D657,FARIDA AMALYA,1KA05
1KA05,Kamis,Algoritma & Pemrograman 1A *,4/5,G114,ENDAH KURNIASARI,1KA05
1KA05,Kamis,Peng. Bisnis dan Ekonomi Digital,7/8,G223,RADEN SUPRIYANTO,1KA05
1KA05,Jum'at,Konsep Sist.&Tek.Sist.Inf. B*/**,1/2,G132,LIRA ARUM KUSUMANINGTHYAS HUTA,1KA05
1KA05,Jum'at,Pendidikan Pancasila *,3/4,G132,IBRAHIM SUMANTRI,1KA05
1KA05,Jum'at,Matematika Dasar 1A,7/8,G124,DYAH NUR'AININGSIH,1KA05
1KA05,Jum'at,Konsep Sist.&Tek.Sist.Inf. A*/**,9/10,G124,RAHMAYANTI,1KA05
1KA06,Senin,Matematika Dasar 1A,1/2,G127,WAHYU KUSUMA RAHARJA,1KA06
1KA06,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,3/4,G127,MASIMBANGAN SABARINA H/M S HERAWATI,1KA06
1KA06,Senin,Matematika Dasar 1B,6/7,G451,HERIK SUGERU,1KA06
1KA06,Senin,Digital Citizenship,9/10,G233,META MEYSAWATI,1KA06
1KA06,Selasa,Konsep Sist.&Tek.Sist.Inf. B*/**,2/3,G125,TIYA NOVIYANTI,1KA06
1KA06,Selasa,Algoritma & Pemrograman 1B *,4/5,G125,WITARI ARYUNANI,1KA06
1KA06,Selasa,Konsep Sist.&Tek.Sist.Inf. C*/**,7/8,G125,RISDIANDRI ISKANDAR,1KA06
1KA06,Kamis,Peng. Bisnis dan Ekonomi Digital,1/2,E333,HENNY MEDYAWATI,1KA06
1KA06,Kamis,Ilmu Sosial & Budaya Dasar,3/4,E333,DINI TRI WARDANI,1KA06
1KA06,Kamis,Algoritma & Pemrograman 1C *,7/8,E212,EEL SUSILOWATI,1KA06
1KA06,Kamis,Algoritma & Pemrograman 1A *,9/10,E212,ENDAH KURNIASARI,1KA06
1KA06,Jum'at,Pendidikan Pancasila *,3/4,E218,DWIGHT GEORGE NAYOAN,1KA06
1KA06,Jum'at,Fisika & Kimia Dasar B,7/8,E212,AGUS HADI ISMOYO,1KA06
1KA06,Jum'at,Fisika & Kimia Dasar A,9/10,E212,DESY HERTINSYANA,1KA06
1KA07,Senin,Konsep Sist.&Tek.Sist.Inf. C*/**,1/2,E344,WINARSIH,1KA07
1KA07,Senin,Algoritma & Pemrograman 1A *,3/4,E344,SYAMSI RUHAMA,1KA07
1KA07,Senin,Matematika Dasar 1B,6/7,E315,EVA ZULFA NAILUFAR,1KA07
1KA07,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,8/9,E315,ESTI SETIYANINGSIH,1KA07
1KA07,Selasa,Algoritma & Pemrograman 1B *,1/2,E347,WITARI ARYUNANI,1KA07
1KA07,Selasa,Ilmu Sosial & Budaya Dasar,3/4,E347,DODI ARIF,1KA07
1KA07,Selasa,Fisika & Kimia Dasar A,6/7,E325,JONIFAN,1KA07
1KA07,Rabu,Fisika & Kimia Dasar B,2/3,G216,AGUS BUDIHADI,1KA07
1KA07,Rabu,Algoritma & Pemrograman 1C *,5/6,G113,LELI SAFITRI,1KA07
1KA07,Rabu,Matematika Dasar 1A,8/9,G149,ALONA SITUMEANG,1KA07
1KA07,Kamis,Pendidikan Pancasila *,1/2,E224,DYAN TANJUNG GUNOTOMO,1KA07
1KA07,Kamis,Peng. Bisnis dan Ekonomi Digital,3/4,E224,HENNY MEDYAWATI,1KA07
1KA07,Kamis,Digital Citizenship,5/6,E247,HENDRI DWI PUTRA,1KA07
1KA07,Kamis,Konsep Sist.&Tek.Sist.Inf. B*/**,9/10,E526,EKA FITRI RAHAYU,1KA07
1KA08,Senin,Algoritma & Pemrograman 1A *,1/2,E341,SYAMSI RUHAMA,1KA08
1KA08,Senin,Konsep Sist.&Tek.Sist.Inf. C*/**,3/4,E341,GHIFARI NATAKUSUMAH,1KA08
1KA08,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,6/7,E341,ESTI SETIYANINGSIH,1KA08
1KA08,Rabu,Fisika & Kimia Dasar A,2/3,G115,ANY KURNIAWATY YAPIE,1KA08
1KA08,Rabu,Fisika & Kimia Dasar B,4/5,G115,AGUS BUDIHADI,1KA08
1KA08,Rabu,Algoritma & Pemrograman 1C *,6/7,G115,IDA ASTUTI,1KA08
1KA08,Rabu,Digital Citizenship,9/10,G133,MIFTAHUL JANNAH,1KA08
1KA08,Kamis,Matematika Dasar 1B,3/4,G149,WESTI ANNITA SARI,1KA08
1KA08,Kamis,Algoritma & Pemrograman 1B *,5/6,G149,RATRI PURWANINGTYAS,1KA08
1KA08,Kamis,Matematika Dasar 1A,7/8,G113,RAVI AHMAD SALIM,1KA08
1KA08,Jum'at,Ilmu Sosial & Budaya Dasar,1/2,G133,MAGHFIROH YENNY,1KA08
1KA08,Jum'at,Konsep Sist.&Tek.Sist.Inf. B*/**,3/4,G133,LIRA ARUM KUSUMANINGTHYAS HUTA,1KA08
1KA08,Jum'at,Pendidikan Pancasila *,7/8,G112,IBRAHIM SUMANTRI,1KA08
1KA08,Jum'at,Peng. Bisnis dan Ekonomi Digital,9/10,G112,KARTIKA SARI,1KA08
1KA09,Senin,Algoritma & Pemrograman 1B *,1/2,G348,WITARI ARYUNANI,1KA09
1KA09,Senin,Algoritma & Pemrograman 1A *,4/5,G215,RINA REFIANTI MUTIARA,1KA09
1KA09,Senin,Digital Citizenship,7/8,G143,META MEYSAWATI,1KA09
1KA09,Senin,Konsep Sist.&Tek.Sist.Inf. C*/**,9/10,G218,IRA WINDARTI,1KA09
1KA09,Rabu,Fisika & Kimia Dasar B,1/2,G228,ACHMAD FAHRUROZI,1KA09
1KA09,Rabu,Algoritma & Pemrograman 1C *,4/5,G434,IDA ASTUTI,1KA09
1KA09,Rabu,Fisika & Kimia Dasar A,6/7,G434,ANY KURNIAWATY YAPIE,1KA09
1KA09,Rabu,Konsep Sist.&Tek.Sist.Inf. A*/**,8/9,G434,RIZKI ARIYANI,1KA09
1KA09,Kamis,Matematika Dasar 1B,1/2,G128,WESTI ANNITA SARI,1KA09
1KA09,Kamis,Peng. Bisnis dan Ekonomi Digital,3/4,G128,KARTIKA SARI,1KA09
1KA09,Kamis,Konsep Sist.&Tek.Sist.Inf. B*/**,7/8,G229,EKA FITRI RAHAYU,1KA09
1KA09,Kamis,Matematika Dasar 1A,9/10,G229,ALONA SITUMEANG,1KA09
1KA09,Sabtu,Ilmu Sosial & Budaya Dasar,1/2,E223,SRI MULIANINGSIH,1KA09
1KA09,Sabtu,Pendidikan Pancasila *,3/4,E223,EDI FAKHRI,1KA09
1KA10,Senin,Fisika & Kimia Dasar A,1/2,G132,SINGGIH JATMIKO,1KA10
1KA10,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,3/4,G132,ESTI SETIYANINGSIH,1KA10
1KA10,Senin,Konsep Sist.&Tek.Sist.Inf. C*/**,7/8,G432,WINARSIH,1KA10
1KA10,Senin,Digital Citizenship,9/10,G432,HENDRI DWI PUTRA,1KA10
1KA10,Rabu,Matematika Dasar 1B,5/6,D661,DIDIEK PRAMONO,1KA10
1KA10,Rabu,Matematika Dasar 1A,7/8,D661,HARJANTO SUTEDJO,1KA10
1KA10,Rabu,Algoritma & Pemrograman 1B *,9/10,D661,PURWANTI,1KA10
1KA10,Kamis,Algoritma & Pemrograman 1A *,1/2,G145,ENDAH KURNIASARI,1KA10
1KA10,Kamis,Pendidikan Pancasila *,3/4,G145,RANDY,1KA10
1KA10,Kamis,Peng. Bisnis dan Ekonomi Digital,5/6,G145,RADEN SUPRIYANTO,1KA10
1KA10,Kamis,Ilmu Sosial & Budaya Dasar,8/9,G136,DINI TRI WARDANI,1KA10
1KA10,Jum'at,Algoritma & Pemrograman 1C *,1/2,G142,ELVINA,1KA10
1KA10,Jum'at,Fisika & Kimia Dasar B,3/4,G142,KANURAMA/YASMAN,1KA10
1KA10,Jum'at,Konsep Sist.&Tek.Sist.Inf. B*/**,7/8,G143,NUR PUTRI AGUSTIYANI,1KA10
1KA11,Senin,Fisika & Kimia Dasar A,1/2,G129,ANY KURNIAWATY YAPIE,1KA11
1KA11,Senin,Matematika Dasar 1A,3/4,G129,WAHYU KUSUMA RAHARJA,1KA11
1KA11,Senin,Algoritma & Pemrograman 1C *,5/6,G129,OCTARINA BUDI LESTARI,1KA11
1KA11,Senin,Konsep Sist.&Tek.Sist.Inf. C*/**,8/9,G145,GHIFARI NATAKUSUMAH,1KA11
1KA11,Kamis,Algoritma & Pemrograman 1B *,1/2,E314,PURWANTI,1KA11
1KA11,Kamis,Konsep Sist.&Tek.Sist.Inf. A*/**,3/4,E314,ERMA SOVA,1KA11
1KA11,Kamis,Algoritma & Pemrograman 1A *,5/6,E314,FIVI SYUKRIAH,1KA11
1KA11,Kamis,Ilmu Sosial & Budaya Dasar,9/10,E218,SELLY DWI PUTRI,1KA11
1KA11,Jum'at,Peng. Bisnis dan Ekonomi Digital,1/2,G129,KARTIKA SARI,1KA11
1KA11,Jum'at,Konsep Sist.&Tek.Sist.Inf. B*/**,3/4,G129,BUDI SETIAWAN2/NUR PUTRI AGUSTIYANI,1KA11
1KA11,Jum'at,Fisika & Kimia Dasar B,7/8,G129,KANURAMA/YASMAN,1KA11
1KA11,Jum'at,Pendidikan Pancasila *,9/10,G129,IBRAHIM SUMANTRI,1KA11
1KA11,Sabtu,Digital Citizenship,1/2,G129,ANISA OKTAVIANI,1KA11
1KA11,Sabtu,Matematika Dasar 1B,3/4,G129,PRISKA RESTU UTAMI,1KA11
1KA12,Senin,Algoritma & Pemrograman 1C *,1/2,G139,OCTARINA BUDI LESTARI,1KA12
1KA12,Senin,Konsep Sist.&Tek.Sist.Inf. C*/**,3/4,G139,RISDIANDRI ISKANDAR,1KA12
1KA12,Senin,Digital Citizenship,5/6,G139,META MEYSAWATI,1KA12
1KA12,Kamis,Fisika & Kimia Dasar A,1/2,G218,HERU KUNCORO,1KA12
1KA12,Kamis,Pendidikan Pancasila *,3/4,G218,NELTJE F KATUUK,1KA12
1KA12,Kamis,Konsep Sist.&Tek.Sist.Inf. A*/**,6/7,G221,ESTI SETIYANINGSIH,1KA12
1KA12,Kamis,Matematika Dasar 1A,8/9,G221,DESY KRISTYAWATI,1KA12
1KA12,Jum'at,Algoritma & Pemrograman 1B *,1/2,E224,PURWANTI,1KA12
1KA12,Jum'at,Fisika & Kimia Dasar B,3/4,E224,ERMAWATI,1KA12
1KA12,Jum'at,Konsep Sist.&Tek.Sist.Inf. B*/**,7/8,E327,IDA ASTUTI,1KA12
1KA12,Jum'at,Peng. Bisnis dan Ekonomi Digital,9/10,E327,HENNY MEDYAWATI,1KA12
1KA12,Sabtu,Algoritma & Pemrograman 1A *,1/2,G135,ARIEF FADHLURRAHMAN RASYID,1KA12
1KA12,Sabtu,Ilmu Sosial & Budaya Dasar,3/4,G135,ANIEQ SITI ZUHRO,1KA12
1KA12,Sabtu,Matematika Dasar 1B,6/7,G135,PRISKA RESTU UTAMI,1KA12
1KA13,Senin,Algoritma & Pemrograman 1A *,3/4,G221,TRI SULISTYORINI,1KA13
1KA13,Senin,Digital Citizenship,7/8,G134,ANISA OKTAVIANI,1KA13
1KA13,Senin,Algoritma & Pemrograman 1C *,9/10,G134,OCTARINA BUDI LESTARI,1KA13
1KA13,Kamis,Matematika Dasar 1A,1/2,E213,RAVI AHMAD SALIM,1KA13
1KA13,Kamis,Matematika Dasar 1B,3/4,E213,HARJANTO SUTEDJO,1KA13
1KA13,Kamis,Konsep Sist.&Tek.Sist.Inf. A*/**,7/8,E427,FIVI SYUKRIAH,1KA13
1KA13,Kamis,Konsep Sist.&Tek.Sist.Inf. B*/**,9/10,E427,FITHRI NURHAYATI,1KA13
1KA13,Jum'at,Pendidikan Pancasila *,1/2,E517,ERNI KARYATI,1KA13
1KA13,Jum'at,Ilmu Sosial & Budaya Dasar,3/4,E517,MAGHFIROH YENNY,1KA13
1KA13,Jum'at,Peng. Bisnis dan Ekonomi Digital,7/8,E517,NOVITA SULISTIOWATI,1KA13
1KA13,Jum'at,Fisika & Kimia Dasar B,9/10,E517,ERMAWATI,1KA13
1KA13,Sabtu,Konsep Sist.&Tek.Sist.Inf. C*/**,3/4,E336,DODY PERNADI,1KA13
1KA13,Sabtu,Fisika & Kimia Dasar A,5/6,E336,UPPIT YULIANI,1KA13
1KA13,Sabtu,Algoritma & Pemrograman 1B *,9/10,E314,DONIE MARGAVIANTO NURROKHMAN,1KA13
1KA14,Rabu,Pendidikan Pancasila *,1/2,G342,GATOT SUBIYAKTO,1KA14
1KA14,Rabu,Fisika & Kimia Dasar B,3/4,G342,ACHMAD FAHRUROZI,1KA14
1KA14,Rabu,Digital Citizenship,7/8,G137,MIFTAHUL JANNAH,1KA14
1KA14,Kamis,Matematika Dasar 1A,5/6,E211,HARJANTO SUTEDJO,1KA14
1KA14,Kamis,Ilmu Sosial & Budaya Dasar,7/8,E211,SELLY DWI PUTRI,1KA14
1KA14,Kamis,Algoritma & Pemrograman 1C *,9/10,E211,EEL SUSILOWATI,1KA14
1KA14,Jum'at,Konsep Sist.&Tek.Sist.Inf. B*/**,1/2,E515,IDA ASTUTI,1KA14
1KA14,Jum'at,Peng. Bisnis dan Ekonomi Digital,3/4,E515,HENNY MEDYAWATI,1KA14
1KA14,Jum'at,Algoritma & Pemrograman 1A *,7/8,E515,ELVINA,1KA14
1KA14,Jum'at,Konsep Sist.&Tek.Sist.Inf. A*/**,9/10,E515,FIVI SYUKRIAH,1KA14
1KA14,Sabtu,Konsep Sist.&Tek.Sist.Inf. C*/**,1/2,E312,DODY PERNADI,1KA14
1KA14,Sabtu,Matematika Dasar 1B,3/4,E312,DWI ERMAWATI,1KA14
1KA14,Sabtu,Algoritma & Pemrograman 1B *,5/6,E312,DONIE MARGAVIANTO NURROKHMAN,1KA14
1KA14,Sabtu,Fisika & Kimia Dasar A,8/9,E324,UPPIT YULIANI,1KA14
1KA15,Senin,Ilmu Sosial & Budaya Dasar,3/4,G124,RATNA SUSILOWATI,1KA15
1KA15,Senin,Pendidikan Pancasila *,7/8,G452,NORMANSHAH BANOWO,1KA15
1KA15,Rabu,Konsep Sist.&Tek.Sist.Inf. B*/**,2/3,D614,FITHRI NURHAYATI,1KA15
1KA15,Rabu,Peng. Bisnis dan Ekonomi Digital,4/5,D614,NOVITA SULISTIOWATI,1KA15
1KA15,Rabu,Konsep Sist.&Tek.Sist.Inf. C*/**,7/8,D622,YUCE YULIANI,1KA15
1KA15,Rabu,Algoritma & Pemrograman 1A *,9/10,D622,RINA REFIANTI MUTIARA,1KA15
1KA15,Kamis,Konsep Sist.&Tek.Sist.Inf. A*/**,1/2,E317,FIVI SYUKRIAH,1KA15
1KA15,Kamis,Algoritma & Pemrograman 1C *,3/4,E317,EEL SUSILOWATI,1KA15
1KA15,Kamis,Fisika & Kimia Dasar B,6/7,E323,DYAN PRAWITA SARI,1KA15
1KA15,Kamis,Matematika Dasar 1A,8/9,E323,ERFIANA WAHYUNINGSIH,1KA15
1KA15,Sabtu,Matematika Dasar 1B,1/2,E322,DWI ERMAWATI,1KA15
1KA15,Sabtu,Algoritma & Pemrograman 1B *,3/4,E322,DONIE MARGAVIANTO NURROKHMAN,1KA15
1KA15,Sabtu,Digital Citizenship,7/8,E513,AMARAN SHIDIQ,1KA15
1KA15,Sabtu,Fisika & Kimia Dasar A,9/10,E513,LAODE MOHAMMAD RASDI RERE,1KA15
1KA16,Rabu,Konsep Sist.&Tek.Sist.Inf. C*/**,1/2,D655,YUCE YULIANI,1KA16
1KA16,Rabu,Algoritma & Pemrograman 1A *,4/5,D654,RINA REFIANTI MUTIARA,1KA16
1KA16,Rabu,Konsep Sist.&Tek.Sist.Inf. A*/**,7/8,D652,MASIMBANGAN SUSANNA HERAWATI,1KA16
1KA16,Rabu,Konsep Sist.&Tek.Sist.Inf. B*/**,9/10,D652,EKA FITRI RAHAYU,1KA16
1KA16,Kamis,Algoritma & Pemrograman 1C *,1/2,E312,EEL SUSILOWATI,1KA16
1KA16,Kamis,Matematika Dasar 1A,3/4,E214,RAVI AHMAD SALIM,1KA16
1KA16,Kamis,Pendidikan Pancasila *,6/7,E515,NUR PUTRI ERDIANTI,1KA16
1KA16,Kamis,Fisika & Kimia Dasar B,8/9,E515,DYAN PRAWITA SARI,1KA16
1KA16,Jum'at,Peng. Bisnis dan Ekonomi Digital,3/4,D613,NOVITA SULISTIOWATI,1KA16
1KA16,Jum'at,Ilmu Sosial & Budaya Dasar,7/8,D613,OKTAVIA ANNA RAHAYU,1KA16
1KA16,Sabtu,Algoritma & Pemrograman 1B *,1/2,E326,DONIE MARGAVIANTO NURROKHMAN,1KA16
1KA16,Sabtu,Fisika & Kimia Dasar A,3/4,E326,NINCY AYU LESTARI,1KA16
1KA16,Sabtu,Digital Citizenship,7/8,E334,YUDI IRAWAN CHANDRA,1KA16
1KA16,Sabtu,Matematika Dasar 1B,9/10,E334,PRISKA RESTU UTAMI,1KA16
1KA17,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,1/2,G441,MASIMBANGAN SABARINA H/M S HERAWATI,1KA17
1KA17,Senin,Matematika Dasar 1A,3/4,G441,NURICHWAN,1KA17
1KA17,Senin,Algoritma & Pemrograman 1A *,6/7,G314,RINA REFIANTI MUTIARA,1KA17
1KA17,Senin,Algoritma & Pemrograman 1B *,8/9,G314,WITARI ARYUNANI,1KA17
1KA17,Rabu,Algoritma & Pemrograman 1C *,1/2,E246,IDA ASTUTI,1KA17
1KA17,Rabu,Fisika & Kimia Dasar A,5/6,E424,JONIFAN,1KA17
1KA17,Rabu,Fisika & Kimia Dasar B,8/9,E424,ACHMAD FAHRUROZI,1KA17
1KA17,Kamis,Matematika Dasar 1B,1/2,E218,HARJANTO SUTEDJO,1KA17
1KA17,Kamis,Ilmu Sosial & Budaya Dasar,3/4,E218,DIANA SARI SOBARI,1KA17
1KA17,Kamis,Digital Citizenship,7/8,E243,HENDRI DWI PUTRA,1KA17
1KA17,Kamis,Peng. Bisnis dan Ekonomi Digital,9/10,E243,KARTIKA SARI,1KA17
1KA17,Jum'at,Pendidikan Pancasila *,1/2,E333,DWIGHT GEORGE NAYOAN,1KA17
1KA17,Jum'at,Konsep Sist.&Tek.Sist.Inf. B*/**,3/4,E333,IDA ASTUTI,1KA17
1KA17,Jum'at,Konsep Sist.&Tek.Sist.Inf. C*/**,7/8,E443,IWAN SETIADI,1KA17
1KA18,Rabu,Algoritma & Pemrograman 1A *,2/3,D646,HADYAN MARDHI FADLILLAH,1KA18
1KA18,Rabu,Konsep Sist.&Tek.Sist.Inf. B*/**,4/5,D646,FITHRI NURHAYATI,1KA18
1KA18,Rabu,Peng. Bisnis dan Ekonomi Digital,6/7,D646,NOVITA SULISTIOWATI,1KA18
1KA18,Rabu,Konsep Sist.&Tek.Sist.Inf. C*/**,9/10,D614,YUCE YULIANI,1KA18
1KA18,Kamis,Algoritma & Pemrograman 1C *,1/2,E341,LELI SAFITRI,1KA18
1KA18,Kamis,Fisika & Kimia Dasar B,3/4,E341,DYAN PRAWITA SARI,1KA18
1KA18,Kamis,Ilmu Sosial & Budaya Dasar,6/7,E321,DIANA SARI SOBARI,1KA18
1KA18,Kamis,Konsep Sist.&Tek.Sist.Inf. A*/**,8/9,E321,ESTI SETIYANINGSIH,1KA18
1KA18,Jum'at,Pendidikan Pancasila *,7/8,D651,RANDY,1KA18
1KA18,Jum'at,Matematika Dasar 1A,9/10,D651,MUDRIKA,1KA18
1KA18,Sabtu,Matematika Dasar 1B,1/2,E527,MUHAMMAD MOLDYNNIZ MUTIARA,1KA18
1KA18,Sabtu,Fisika & Kimia Dasar A,3/4,E527,ADIETIYA RANGGA SAPUTRA,1KA18
1KA18,Sabtu,Algoritma & Pemrograman 1B *,7/8,E312,DONIE MARGAVIANTO NURROKHMAN,1KA18
1KA18,Sabtu,Digital Citizenship,9/10,E312,AMARAN SHIDIQ,1KA18
1KA19,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,1/2,G218,AGRY ALFIAH,1KA19
1KA19,Senin,Digital Citizenship,5/6,G444,ANISA OKTAVIANI,1KA19
1KA19,Senin,Fisika & Kimia Dasar B,7/8,G218,HELMI,1KA19
1KA19,Kamis,Algoritma & Pemrograman 1B *,2/3,G424,AMELIA BELINDA SILVIANA,1KA19
1KA19,Kamis,Konsep Sist.&Tek.Sist.Inf. B*/**,5/6,G345,FITHRI NURHAYATI,1KA19
1KA19,Kamis,Pendidikan Pancasila *,7/8,G345,NORMANSHAH BANOWO,1KA19
1KA19,Kamis,Matematika Dasar 1A,9/10,G345,BUDI SANTOSA1,1KA19
1KA19,Jum'at,Peng. Bisnis dan Ekonomi Digital,1/2,D652,RADEN SUPRIYANTO,1KA19
1KA19,Jum'at,Algoritma & Pemrograman 1C *,3/4,D652,MARTHASYA AIFA,1KA19
1KA19,Jum'at,Algoritma & Pemrograman 1A *,7/8,D652,EVANS WINANDA WIRGA,1KA19
1KA19,Jum'at,Konsep Sist.&Tek.Sist.Inf. C*/**,9/10,D652,IRA WINDARTI,1KA19
1KA19,Sabtu,Matematika Dasar 1B,1/2,D651,ANDI CAHYA ICHI,1KA19
1KA19,Sabtu,Ilmu Sosial & Budaya Dasar,3/4,D651,POSO NUGROHO,1KA19
1KA19,Sabtu,Fisika & Kimia Dasar A,6/7,D651,ARIO GERALDI,1KA19
1KA20,Senin,Algoritma & Pemrograman 1B *,1/2,G435,AMELIA BELINDA SILVIANA,1KA20
1KA20,Senin,Digital Citizenship,3/4,G435,ANISA OKTAVIANI,1KA20
1KA20,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,5/6,G115,AGRY ALFIAH,1KA20
1KA20,Senin,Pendidikan Pancasila *,8/9,G112,HELNAWATY,1KA20
1KA20,Kamis,Konsep Sist.&Tek.Sist.Inf. B*/**,2/3,G133,FITHRI NURHAYATI,1KA20
1KA20,Kamis,Matematika Dasar 1A,4/5,G124,NAHDALINA,1KA20
1KA20,Kamis,Fisika & Kimia Dasar B,6/7,G124,LESTARI OCTAVIA,1KA20
1KA20,Jum'at,Algoritma & Pemrograman 1C *,1/2,D662,MARTHASYA AIFA,1KA20
1KA20,Jum'at,Peng. Bisnis dan Ekonomi Digital,3/4,D662,RADEN SUPRIYANTO,1KA20
1KA20,Jum'at,Konsep Sist.&Tek.Sist.Inf. C*/**,7/8,D662,IRA WINDARTI,1KA20
1KA20,Jum'at,Algoritma & Pemrograman 1A *,9/10,D662,EVANS WINANDA WIRGA,1KA20
1KA20,Sabtu,Matematika Dasar 1B,3/4,D643,ANDI CAHYA ICHI,1KA20
1KA20,Sabtu,Ilmu Sosial & Budaya Dasar,6/7,D643,POSO NUGROHO,1KA20
1KA20,Sabtu,Fisika & Kimia Dasar A,8/9,D643,ARIO GERALDI,1KA20
1KA21,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,1/2,C008,ITA RUSMALA DEWI,1KA21
1KA21,Senin,Ilmu Sosial & Budaya Dasar,3/4,C008,DIANA SARI SOBARI,1KA21
1KA21,Senin,Peng. Bisnis dan Ekonomi Digital,6/7,C008,LANA SULARTO,1KA21
1KA21,Senin,Konsep Sist.&Tek.Sist.Inf. B*/**,9/10,C008,DELTA AGUS WARDIANTO,1KA21
1KA21,Kamis,Matematika Dasar 1B,1/2,A801,ADI KRESNO,1KA21
1KA21,Kamis,Algoritma & Pemrograman 1C *,3/4,A801,BAMBANG YULIANTO,1KA21
1KA21,Kamis,Algoritma & Pemrograman 1B *,7/8,A801,IKE PUTRI KUSUMAWIJAYA,1KA21
1KA21,Kamis,Matematika Dasar 1A,9/10,A801,NUR SETIAWATI,1KA21
1KA21,Jum'at,Konsep Sist.&Tek.Sist.Inf. C*/**,3/4,B222,SYIFA NURANI RAHMAYANTI,1KA21
1KA21,Jum'at,Pendidikan Pancasila *,7/8,B222,KARINA JAYANTI,1KA21
1KA21,Jum'at,Digital Citizenship,9/10,B222,BHETA AGUS WARDIJONO,1KA21
1KA21,Sabtu,Fisika & Kimia Dasar A,1/2,A101,SANDY SURYO PRAYOGO,1KA21
1KA21,Sabtu,Algoritma & Pemrograman 1A *,3/4,A101,YAN RISA ASPI SURURI,1KA21
1KA21,Sabtu,Fisika & Kimia Dasar B,5/6,A101,ASHFAR KURNIA,1KA21
1KA22,Senin,Ilmu Sosial & Budaya Dasar,1/2,B223,DIANA SARI SOBARI,1KA22
1KA22,Senin,Konsep Sist.&Tek.Sist.Inf. B*/**,3/4,B223,DELTA AGUS WARDIANTO,1KA22
1KA22,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,5/6,B223,ITA RUSMALA DEWI,1KA22
1KA22,Senin,Peng. Bisnis dan Ekonomi Digital,8/9,B223,LANA SULARTO,1KA22
1KA22,Kamis,Algoritma & Pemrograman 1C *,1/2,A802,BAMBANG YULIANTO,1KA22
1KA22,Kamis,Matematika Dasar 1B,3/4,A802,NUR SETIAWATI,1KA22
1KA22,Kamis,Matematika Dasar 1A,7/8,A802,NUR SETIAWATI,1KA22
1KA22,Kamis,Algoritma & Pemrograman 1B *,9/10,A802,IKE PUTRI KUSUMAWIJAYA,1KA22
1KA22,Jum'at,Konsep Sist.&Tek.Sist.Inf. C*/**,1/2,B221,SYIFA NURANI RAHMAYANTI,1KA22
1KA22,Jum'at,Pendidikan Pancasila *,3/4,B221,KARINA JAYANTI,1KA22
1KA22,Jum'at,Digital Citizenship,7/8,B221,BHETA AGUS WARDIJONO,1KA22
1KA22,Sabtu,Fisika & Kimia Dasar A,4/5,C015,SANDY SURYO PRAYOGO,1KA22
1KA22,Sabtu,Algoritma & Pemrograman 1A *,6/7,C015,HERY HERAWAN,1KA22
1KA22,Sabtu,Fisika & Kimia Dasar B,8/9,C015,ASHFAR KURNIA,1KA22
1KA23,Senin,Algoritma & Pemrograman 1 ABC *,12/13/14,D633,ARY BIMA KURNIAWAN,1KA23
1KA23,Selasa,Konsep Sist.&Tek.Sist.Inf.ABC*/**,12/13/14,D633,IWAN SETIADI,1KA23
1KA23,Rabu,Matematika Dasar 1AB,12/13/14,D634,EDI SUKIRMAN,1KA23
1KA23,Kamis,Peng. Bisnis dan Ekonomi Digital,11/12,D631,LANA SULARTO,1KA23
1KA23,Kamis,Digital Citizenship,13/14,D631,TRI AGUS RIYADI,1KA23
1KA23,Sabtu,Ilmu Sosial & Budaya Dasar,1/2,G224,AULIA GUNTUR WIBISONO,1KA23
1KA23,Sabtu,Pendidikan Pancasila *,3/4,G224,SINGGIH HARDJANTO,1KA23
1KA23,Sabtu,Fisika & Kimia Dasar AB,6/7/8,G238,LAODE MOHAMMAD RASDI RERE,1KA23
1KA24,Senin,Konsep Sist.&Tek.Sist.Inf. A*/**,1/2,J1115A,NURUL HIDAYATI NUSYIRWAN,1KA24
1KA24,Senin,Fisika & Kimia Dasar A,3/4,J1115A,MARIZA WIJAYANTI,1KA24
1KA24,Senin,Peng. Bisnis dan Ekonomi Digital,7/8,J1312,NATALLIOS PETER SIPASULTA,1KA24
1KA24,Senin,Matematika Dasar 1A,9/10,J1312,ALONA SITUMEANG,1KA24
1KA24,Rabu,Algoritma & Pemrograman 1C *,3/4,J129,MITA LAILASARI,1KA24
1KA24,Rabu,Konsep Sist.&Tek.Sist.Inf. B*/**,5/6,J129,NURUL HIDAYATI NUSYIRWAN,1KA24
1KA24,Rabu,Digital Citizenship,7/8,J129,ADAM HUDA NUGRAHA,1KA24
1KA24,Kamis,Pendidikan Pancasila *,1/2,J1110,MUHAMMAD BURHAN AMIN,1KA24
1KA24,Kamis,Fisika & Kimia Dasar B,4/5,J1110,YASMAN RIANTO,1KA24
